date,hour,route_id,direction_id,stop_sequence,stop_id,n_obs,n_occ,sum_occ,max_occ,n_nodata
2026-09-14,7,10001,1,2,727_1,1,1,0,0,0
2026-09-14,7,10001,1,4,722_1,1,1,1,1,0
2026-09-14,7,10001,1,5,721_1,1,1,1,1,0
2026-09-14,7,10031,0,7,6070_3,1,1,1,1,0
2026-09-14,7,10031,0,8,6102_2,1,1,1,1,0
2026-09-14,7,10031,0,9,6069_2,1,1,1,1,0
2026-09-14,7,10031,0,11,9_5,1,1,1,1,0
2026-09-14,7,10032,1,38,9_2,1,1,1,1,0
2026-09-14,7,10032,1,39,6057_1,1,1,1,1,0
2026-09-14,7,10032,1,41,6102_1,1,1,1,1,0
2026-09-14,7,10032,1,42,6070_2,1,1,1,1,0
2026-09-14,7,10045,0,33,6246_2,1,1,1,1,0
2026-09-14,7,10045,0,34,6206_2,1,1,1,1,0
2026-09-14,7,10045,0,36,6200_3,1,1,1,1,0
2026-09-14,7,10047,1,10,6258_1,1,1,1,1,0
2026-09-14,7,10047,1,13,6244_1,1,1,1,1,0
2026-09-14,7,10047,1,15,6256_1,1,1,1,1,0
2026-09-14,7,10047,1,16,6255_1,1,1,1,1,0
2026-09-14,7,10051,0,1,91_4,1,1,1,1,0
2026-09-14,7,10051,0,2,6016_1,1,1,1,1,0
2026-09-14,7,10051,0,3,93_1,1,1,1,1,0
2026-09-14,7,10051,0,5,6212_2,1,1,1,1,0
2026-09-14,7,10051,1,1,6015_1,1,0,0,0,1
2026-09-14,7,10051,1,3,6248_1,1,1,1,1,0
2026-09-14,7,10051,1,4,6067_1,1,1,1,1,0
2026-09-14,7,10051,1,6,6017_1,1,1,1,1,0
2026-09-14,7,10056,0,1,9_1,1,0,0,0,1
2026-09-14,7,10059,0,9,6260_1,1,1,0,0,0
2026-09-14,7,10059,0,10,7475_1,1,1,0,0,0
2026-09-14,7,10060,0,2,73_1,1,1,1,1,0
2026-09-14,7,10060,0,3,128_1,1,1,1,1,0
2026-09-14,7,10060,0,4,114_5,1,1,1,1,0
2026-09-14,7,10060,0,27,6187_3,1,1,1,1,0
2026-09-14,7,10060,0,28,6011_4,1,1,0,0,0
2026-09-14,7,10060,0,31,6067_2,1,1,0,0,0
2026-09-14,7,10060,0,34,6015_2,1,1,0,0,0
2026-09-14,7,10060,1,1,6015_1,1,0,0,0,1
2026-09-14,7,10060,1,12,94_2,1,1,1,1,0
2026-09-14,7,10060,1,13,95_1,1,1,1,1,0
2026-09-14,7,10060,1,14,6228_1,1,1,1,1,0
2026-09-14,7,10060,1,16,6041_1,1,1,1,1,0
2026-09-14,7,10060,1,32,3_1,1,1,1,1,0
2026-09-14,7,10062,1,2,6020_1,1,1,1,1,0
2026-09-14,7,10062,1,3,6106_1,1,1,1,1,0
2026-09-14,7,10062,1,5,6196_1,1,1,1,1,0
2026-09-14,7,10062,1,7,6169_1,1,1,1,1,0
2026-09-14,7,10068,0,1,214_3,2,0,0,0,2
2026-09-14,7,10068,0,3,216_2,1,1,1,1,0
2026-09-14,7,10068,1,14,7213_1,1,1,1,1,0
2026-09-14,7,10068,1,16,212_1,1,1,1,1,0
2026-09-14,7,10068,1,17,211_1,1,1,1,1,0
2026-09-14,7,10068,1,19,6023_3,1,1,1,1,0
2026-09-14,7,10069,1,15,249_1,1,1,1,1,0
2026-09-14,7,10069,1,16,250_1,1,1,1,1,0
2026-09-14,7,10069,1,17,251_1,1,1,1,1,0
2026-09-14,7,10069,1,18,152_2,1,1,1,1,0
2026-09-14,7,10070,1,26,150_1,1,1,1,1,0
2026-09-14,7,10070,1,28,186_1,1,1,1,1,0
2026-09-14,7,10070,1,29,253_1,1,1,1,1,0
2026-09-14,7,10070,1,30,53_1,1,1,1,1,0
2026-09-14,7,10072,1,23,255_1,1,1,1,1,0
2026-09-14,7,10072,1,24,204_1,1,1,1,1,0
2026-09-14,7,10072,1,25,65_1,2,2,2,1,0
2026-09-14,7,10075,1,1,421_3,1,0,0,0,1
2026-09-14,7,10075,1,2,422_2,1,1,1,1,0
2026-09-14,7,10080,1,6,426_1,1,1,1,1,0
2026-09-14,7,10080,1,7,425_3,1,1,1,1,0
2026-09-14,7,10080,1,8,424_1,1,1,1,1,0
2026-09-14,7,10080,1,10,422_1,1,1,1,1,0
