date,hour,route_id,direction_id,stop_sequence,stop_id,n_obs,n_occ,sum_occ,max_occ,n_nodata
2026-09-24,7,10031,0,37,6257_2,1,1,3,3,0
2026-09-24,7,10031,0,40,6225_2,1,1,3,3,0
2026-09-24,7,10031,0,42,6246_2,1,1,3,3,0
2026-09-24,7,10031,0,43,6206_2,1,1,3,3,0
2026-09-24,7,10032,1,1,6039_1,1,0,0,0,1
2026-09-24,7,10047,0,2,59_4,2,2,2,1,0
2026-09-24,7,10047,0,3,57_2,1,1,1,1,0
2026-09-24,7,10047,0,4,56_2,1,1,1,1,0
2026-09-24,7,10047,1,18,6242_2,1,1,1,1,0
2026-09-24,7,10047,1,19,94_2,1,1,1,1,0
2026-09-24,7,10047,1,21,6228_1,1,1,1,1,0
2026-09-24,7,10047,1,22,243_1,1,1,1,1,0
2026-09-24,7,10047,1,39,114_3,2,2,2,1,0
2026-09-24,7,10047,1,40,3_1,2,2,2,1,0
2026-09-24,7,10049,0,1,91_1,2,0,0,0,2
2026-09-24,7,10050,1,1,6014_1,1,0,0,0,1
2026-09-24,7,10051,0,1,91_4,1,1,3,3,0
2026-09-24,7,10051,0,2,6016_1,1,1,1,1,0
2026-09-24,7,10051,0,3,93_1,1,1,1,1,0
2026-09-24,7,10051,0,5,6212_2,1,1,1,1,0
2026-09-24,7,10051,0,6,6205_2,1,1,1,1,0
2026-09-24,7,10051,0,8,6011_4,1,1,1,1,0
2026-09-24,7,10051,0,10,6172_2,1,1,0,0,0
2026-09-24,7,10051,0,13,6249_2,1,1,0,0,0
2026-09-24,7,10051,1,6,6017_1,1,1,1,1,0
2026-09-24,7,10051,1,8,6187_2,1,1,1,1,0
2026-09-24,7,10051,1,9,6205_1,1,1,3,3,0
2026-09-24,7,10051,1,11,6013_1,1,1,3,3,0
2026-09-24,7,10053,0,15,43_2,1,1,1,1,0
2026-09-24,7,10053,0,16,42_2,1,1,1,1,0
2026-09-24,7,10053,0,19,39_2,1,1,1,1,0
2026-09-24,7,10053,0,20,7471_2,1,1,1,1,0
2026-09-24,7,10056,0,25,6260_2,1,1,1,1,0
2026-09-24,7,10056,0,26,6263_2,1,1,1,1,0
2026-09-24,7,10056,0,28,6134_2,1,1,1,1,0
2026-09-24,7,10056,0,30,6020_9,1,1,1,1,0
2026-09-24,7,10059,0,2,7841_4,1,1,1,1,0
2026-09-24,7,10059,0,3,6170_2,1,1,1,1,0
2026-09-24,7,10059,0,5,6006_2,1,1,1,1,0
2026-09-24,7,10059,0,8,6169_2,1,1,1,1,0
2026-09-24,7,10059,1,1,7475_1,1,0,0,0,1
2026-09-24,7,10059,1,2,6260_2,1,1,1,1,0
2026-09-24,7,10059,1,4,6405_1,1,1,1,1,0
2026-09-24,7,10060,0,5,393_2,1,1,1,1,0
2026-09-24,7,10060,0,6,6070_3,2,2,2,1,0
2026-09-24,7,10060,0,8,6069_2,1,1,1,1,0
2026-09-24,7,10060,0,29,6017_2,1,1,1,1,0
2026-09-24,7,10060,0,31,6067_2,1,1,1,1,0
2026-09-24,7,10060,0,33,6249_2,1,1,1,1,0
2026-09-24,7,10060,1,1,6015_1,1,1,1,1,0
2026-09-24,7,10060,1,4,6067_1,1,1,1,1,0
2026-09-24,7,10060,1,5,6172_1,1,1,1,1,0
2026-09-24,7,10060,1,8,6187_2,1,1,1,1,0
2026-09-24,7,10060,1,10,6212_1,1,1,3,3,0
2026-09-24,7,10060,1,12,94_2,1,1,3,3,0
2026-09-24,7,10060,1,13,95_1,1,1,3,3,0
2026-09-24,7,10060,1,16,6041_1,1,1,1,1,0
2026-09-24,7,10060,1,19,6001_1,1,1,1,1,0
2026-09-24,7,10060,1,21,446_3,1,1,1,1,0
2026-09-24,7,10060,1,22,6166_1,1,1,1,1,0
2026-09-24,7,10060,1,26,8_3,2,2,6,3,0
2026-09-24,7,10060,1,27,6_1,1,1,1,1,0
2026-09-24,7,10060,1,29,5_1,1,1,1,1,0
2026-09-24,7,10062,1,1,6019_1,2,0,0,0,2
2026-09-24,7,10066,1,18,6074_1,1,1,1,1,0
2026-09-24,7,10066,1,20,6006_1,1,1,1,1,0
2026-09-24,7,10066,1,21,6902_1,1,1,1,1,0
2026-09-24,7,10066,1,23,7841_2,1,1,3,3,0
2026-09-24,7,10068,0,1,214_3,1,1,1,1,0
2026-09-24,7,10068,0,3,216_2,1,1,1,1,0
2026-09-24,7,10068,0,5,7217_2,1,1,1,1,0
2026-09-24,7,10068,0,6,422_1,1,1,1,1,0
2026-09-24,7,10068,0,18,606_2,1,1,1,1,0
2026-09-24,7,10068,0,19,607_2,1,1,1,1,0
2026-09-24,7,10068,0,21,609_2,1,1,1,1,0
2026-09-24,7,10068,0,24,7717_2,1,1,1,1,0
2026-09-24,7,10068,1,5,419_2,1,1,1,1,0
2026-09-24,7,10068,1,7,421_2,1,1,1,1,0
2026-09-24,7,10068,1,8,422_2,1,1,1,1,0
2026-09-24,7,10068,1,9,7217_1,1,1,1,1,0
2026-09-24,7,10068,1,20,7717_1,2,2,2,1,0
2026-09-24,7,10068,1,21,765_1,1,1,1,1,0
2026-09-24,7,10068,1,23,609_1,1,1,3,3,0
2026-09-24,7,10068,1,39,6059_1,1,1,1,1,0
2026-09-24,7,10070,0,2,73_1,2,2,2,1,0
2026-09-24,7,10070,0,3,128_1,1,1,1,1,0
2026-09-24,7,10072,0,2,59_4,2,2,2,1,0
2026-09-24,7,10072,0,3,57_2,1,1,1,1,0
2026-09-24,7,10072,0,4,56_2,1,1,1,1,0
2026-09-24,7,10075,1,11,211_1,1,1,1,1,0
2026-09-24,7,10075,1,12,210_1,1,1,1,1,0
2026-09-24,7,10075,1,13,209_1,1,1,1,1,0
2026-09-24,7,10075,1,15,206_1,1,1,1,1,0
2026-09-24,7,10075,1,21,68_1,1,1,1,1,0
2026-09-24,7,10075,1,22,69_1,1,1,1,1,0
2026-09-24,7,10075,1,23,55_1,2,2,2,1,0
2026-09-24,7,10080,1,2,6035_1,1,1,1,1,0
2026-09-24,7,10080,1,3,6180_1,1,1,1,1,0
2026-09-24,7,10080,1,6,426_1,1,1,1,1,0
2026-09-24,7,10080,1,7,425_3,1,1,1,1,0
2026-09-24,9,10002,0,1,61_3,1,0,0,0,1
2026-09-24,9,10002,0,2,59_2,1,1,5,5,0
2026-09-24,9,10032,0,16,9_5,1,1,1,1,0
2026-09-24,9,10032,0,17,6241_2,1,1,1,1,0
2026-09-24,9,10032,0,18,6143_2,1,1,1,1,0
2026-09-24,9,10032,0,20,446_4,1,1,1,1,0
2026-09-24,9,10032,1,8,6181_1,2,2,2,1,0
2026-09-24,9,10032,1,11,6240_1,1,1,1,1,0
2026-09-24,9,10032,1,13,6244_1,1,1,1,1,0
2026-09-24,9,10032,1,48,72_2,3,3,3,1,0
2026-09-24,9,10032,1,49,55_1,1,1,1,1,0
2026-09-24,9,10033,0,7,6401_2,1,1,1,1,0
2026-09-24,9,10033,0,9,6169_2,1,1,1,1,0
