date,hour,route_id,direction_id,stop_sequence,stop_id,n_obs,n_occ,sum_occ,max_occ
2026-08-16,6,10045,0,2,6241_2,1,1,1,1
2026-08-16,6,10045,0,5,446_4,1,1,1,1
2026-08-16,6,10045,0,7,6001_2,1,1,1,1
2026-08-16,6,10045,0,10,6041_2,1,1,1,1
2026-08-16,6,10051,1,4,6067_1,1,1,0,0
2026-08-16,6,10051,1,5,6172_1,1,1,0,0
2026-08-16,6,10059,1,5,6196_1,1,1,1,1
2026-08-16,6,10059,1,7,6260_1,1,1,1,1
2026-08-16,6,10059,1,8,7475_1,1,1,1,1
2026-08-16,6,10059,1,9,6260_2,1,1,1,1
2026-08-16,6,10060,0,3,6160_2,1,1,1,1
2026-08-16,6,10060,0,6,243_2,1,1,1,1
2026-08-16,6,10060,0,10,6013_2,1,1,1,1
2026-08-16,6,10060,0,11,6212_2,1,1,1,1
2026-08-16,6,10060,1,10,6212_1,1,1,1,1
2026-08-16,6,10060,1,12,94_2,1,1,1,1
2026-08-16,6,10060,1,13,95_1,1,1,1,1
2026-08-16,6,10060,1,14,6228_1,1,1,1,1
2026-08-16,6,10067,0,6,422_1,1,1,1,1
2026-08-16,6,10067,0,7,421_3,1,1,1,1
2026-08-16,6,10067,0,8,422_2,1,1,1,1
2026-08-16,6,10067,0,9,423_2,1,1,1,1
2026-08-16,6,10069,1,15,249_1,1,1,1,1
2026-08-16,6,10069,1,16,250_1,1,1,1,1
2026-08-16,6,10069,1,17,251_1,1,1,1,1
2026-08-16,6,10069,1,18,152_2,1,1,1,1
