date,hour,route_id,direction_id,stop_sequence,stop_id,n_obs,n_occ,sum_occ,max_occ,n_nodata
2026-09-26,7,10031,0,41,6181_2,1,1,1,1,0
2026-09-26,7,10051,0,10,6172_2,1,1,0,0,0
2026-09-26,7,10051,1,13,6016_2,1,1,1,1,0
2026-09-26,7,10060,1,25,9_2,1,1,1,1,0
2026-09-26,7,10068,0,2,73_1,1,1,1,1,0
2026-09-26,7,10068,1,21,765_1,1,1,1,1,0
2026-09-26,7,10072,0,4,56_2,1,1,1,1,0
2026-09-26,8,10001,1,3,723_1,1,1,1,1,0
2026-09-26,8,10001,1,5,721_1,1,1,1,1,0
2026-09-26,8,10001,1,6,720_1,1,1,1,1,0
2026-09-26,8,10001,1,8,718_1,1,1,1,1,0
2026-09-26,8,10002,1,2,445_2,1,1,1,1,0
2026-09-26,8,10002,1,4,452_1,1,1,1,1,0
2026-09-26,8,10002,1,5,906_1,1,1,1,1,0
2026-09-26,8,10031,0,42,6246_2,1,1,1,1,0
2026-09-26,8,10031,0,43,6206_2,1,1,1,1,0
2026-09-26,8,10031,0,45,6200_3,1,1,1,1,0
2026-09-26,8,10032,0,11,393_2,1,1,1,1,0
2026-09-26,8,10032,0,12,6070_3,1,1,1,1,0
2026-09-26,8,10032,0,13,6102_2,1,1,1,1,0
2026-09-26,8,10032,0,15,6057_2,1,1,1,1,0
2026-09-26,8,10032,1,38,9_2,1,1,1,1,0
2026-09-26,8,10032,1,39,6057_1,1,1,1,1,0
2026-09-26,8,10032,1,41,6102_1,1,1,1,1,0
2026-09-26,8,10032,1,42,6070_2,1,1,1,1,0
2026-09-26,8,10047,0,1,61_1,2,0,0,0,2
2026-09-26,8,10047,1,5,6176_1,1,1,1,1,0
2026-09-26,8,10047,1,7,6246_1,1,1,1,1,0
2026-09-26,8,10047,1,8,6181_1,1,1,1,1,0
2026-09-26,8,10047,1,10,6258_1,1,1,1,1,0
2026-09-26,8,10047,1,47,61_1,2,2,2,1,0
2026-09-26,8,10049,1,2,6105_1,1,1,1,1,0
2026-09-26,8,10049,1,3,6141_1,1,1,1,1,0
2026-09-26,8,10049,1,4,6099_1,1,1,1,1,0
2026-09-26,8,10049,1,5,6022_1,1,1,1,1,0
2026-09-26,8,10050,1,1,6014_1,1,1,1,1,0
2026-09-26,8,10050,1,4,6018_1,1,1,1,1,0
2026-09-26,8,10050,1,5,6011_3,1,1,1,1,0
2026-09-26,8,10050,1,7,6205_1,1,1,1,1,0
2026-09-26,8,10051,0,3,93_1,1,1,1,1,0
2026-09-26,8,10051,0,5,6212_2,1,1,1,1,0
2026-09-26,8,10051,0,14,6015_2,1,1,0,0,0
2026-09-26,8,10051,1,14,91_4,1,1,1,1,0
2026-09-26,8,10053,0,10,15_2,1,1,1,1,0
2026-09-26,8,10053,0,12,17_2,2,2,2,1,0
2026-09-26,8,10053,0,14,44_2,1,1,1,1,0
2026-09-26,8,10059,0,1,91_3,1,0,0,0,1
2026-09-26,8,10059,0,12,6263_2,1,1,1,1,0
2026-09-26,8,10059,0,14,6134_2,1,1,1,1,0
2026-09-26,8,10059,0,16,6020_9,1,1,1,1,0
2026-09-26,8,10059,1,1,7475_1,1,0,0,0,1
2026-09-26,8,10059,1,15,6902_1,1,1,1,1,0
2026-09-26,8,10059,1,17,7841_2,1,1,1,1,0
2026-09-26,8,10060,0,5,393_2,1,1,1,1,0
2026-09-26,8,10060,0,6,6070_3,1,1,1,1,0
2026-09-26,8,10060,0,7,6102_2,1,1,1,1,0
2026-09-26,8,10060,0,10,9_5,1,1,1,1,0
2026-09-26,8,10060,0,22,95_2,1,1,1,1,0
2026-09-26,8,10060,0,25,6212_2,1,1,1,1,0
2026-09-26,8,10060,0,26,6205_2,1,1,1,1,0
2026-09-26,8,10060,0,28,6011_4,1,1,1,1,0
2026-09-26,8,10060,1,11,6013_1,1,1,1,1,0
2026-09-26,8,10060,1,12,94_2,1,1,1,1,0
2026-09-26,8,10060,1,14,6228_1,1,1,1,1,0
2026-09-26,8,10060,1,15,243_1,1,1,1,1,0
2026-09-26,8,10060,1,26,8_3,2,2,2,1,0
2026-09-26,8,10060,1,28,902_1,1,1,1,1,0
2026-09-26,8,10066,1,5,6147_1,1,1,1,1,0
2026-09-26,8,10066,1,7,6150_1,1,1,1,1,0
2026-09-26,8,10066,1,9,6148_1,1,1,1,1,0
2026-09-26,8,10066,1,10,6019_2,1,1,1,1,0
2026-09-26,8,10068,0,2,215_2,1,1,1,1,0
2026-09-26,8,10068,0,3,128_1,1,1,1,1,0
2026-09-26,8,10068,0,4,752_2,1,1,1,1,0
2026-09-26,8,10068,0,4,114_5,2,2,2,1,0
2026-09-26,8,10068,0,6,422_1,1,1,1,1,0
2026-09-26,8,10068,0,7,421_1,1,1,1,1,0
2026-09-26,8,10068,0,18,606_2,1,1,1,1,0
2026-09-26,8,10068,0,19,607_2,1,1,1,1,0
2026-09-26,8,10068,0,21,609_2,1,1,1,1,0
2026-09-26,8,10068,0,24,7717_2,1,1,1,1,0
2026-09-26,8,10068,1,23,609_1,1,1,1,1,0
2026-09-26,8,10068,1,24,608_1,1,1,1,1,0
2026-09-26,8,10068,1,26,606_1,1,1,1,1,0
2026-09-26,8,10069,1,1,214_3,1,0,0,0,1
2026-09-26,8,10069,1,2,7213_1,1,1,1,1,0
2026-09-26,8,10069,1,4,212_1,1,1,1,1,0
2026-09-26,8,10072,0,5,55_4,1,1,1,1,0
2026-09-26,8,10072,0,6,69_2,2,2,2,1,0
2026-09-26,8,10072,1,10,752_1,1,1,1,1,0
2026-09-26,8,10072,1,12,215_1,1,1,1,1,0
2026-09-26,8,10072,1,13,214_1,1,1,1,1,0
2026-09-26,8,10072,1,15,615_1,1,1,1,1,0
2026-09-26,8,10072,1,29,55_1,2,2,2,1,0
2026-09-26,8,10072,1,30,56_1,1,1,1,1,0
2026-09-26,8,10072,1,31,57_1,1,1,1,1,0
2026-09-26,8,10077,1,1,214_3,1,0,0,0,1
2026-09-26,8,10077,1,3,216_2,1,1,0,0,0
2026-09-26,8,10081,0,4,424_2,1,1,1,1,0
2026-09-26,8,10081,0,6,426_2,1,1,1,1,0
2026-09-26,8,10081,0,7,6168_2,1,1,1,1,0
2026-09-26,8,10081,0,9,6180_2,1,1,1,1,0
2026-09-26,10,10001,1,21,184_1,1,1,1,1,0
2026-09-26,10,10001,1,23,51_1,2,2,2,1,0
2026-09-26,10,10001,1,25,5_4,1,1,1,1,0
2026-09-26,10,10002,0,8,124_2,2,2,6,3,0
2026-09-26,10,10002,0,9,125_2,1,1,1,1,0
2026-09-26,10,10002,0,10,126_2,1,1,1,1,0
2026-09-26,10,10002,1,19,122_1,1,1,1,1,0
2026-09-26,10,10002,1,21,256_2,1,1,1,1,0
2026-09-26,10,10002,1,22,534_2,1,1,1,1,0
2026-09-26,10,10002,1,23,59_3,1,1,1,1,0
2026-09-26,10,10033,1,1,7475_1,1,0,0,0,1
