date,hour,route_id,direction_id,stop_sequence,stop_id,n_obs,n_occ,sum_occ,max_occ
2026-09-07,6,10031,0,4,114_5,2,2,2,1
2026-09-07,6,10031,0,5,114_4,1,1,1,1
2026-09-07,6,10031,0,6,393_2,1,1,1,1
2026-09-07,6,10032,1,28,243_1,1,1,1,1
2026-09-07,6,10032,1,31,6160_1,1,1,1,1
2026-09-07,6,10032,1,33,6161_1,1,1,1,1
2026-09-07,6,10032,1,34,446_3,1,1,1,1
2026-09-07,6,10045,0,22,6242_1,1,1,1,1
2026-09-07,6,10045,0,24,6255_2,1,1,1,1
2026-09-07,6,10045,0,25,6256_2,1,1,1,1
2026-09-07,6,10045,0,28,6257_2,1,1,1,1
2026-09-07,6,10047,1,3,6042_1,1,1,1,1
2026-09-07,6,10047,1,4,6200_1,1,1,1,1
2026-09-07,6,10047,1,8,6181_1,2,2,2,1
2026-09-07,6,10050,0,7,6187_3,1,1,1,1
2026-09-07,6,10050,0,9,6018_2,1,1,1,1
2026-09-07,6,10050,0,12,6014_3,1,1,1,1
2026-09-07,6,10050,1,6,6187_2,1,1,1,1
2026-09-07,6,10050,1,8,6212_1,1,1,1,1
2026-09-07,6,10050,1,10,93_2,1,1,1,1
2026-09-07,6,10050,1,11,6016_2,1,1,1,1
2026-09-07,6,10059,0,2,7841_4,1,1,1,1
2026-09-07,6,10059,0,3,6170_2,1,1,1,1
2026-09-07,6,10059,0,5,6006_2,1,1,1,1
2026-09-07,6,10060,0,13,6166_2,1,1,1,1
2026-09-07,6,10060,0,17,6160_2,1,1,1,1
2026-09-07,6,10060,0,20,243_2,1,1,1,1
2026-09-07,6,10060,0,22,95_2,1,1,1,1
2026-09-07,6,10060,1,6,6017_1,1,1,1,1
2026-09-07,6,10060,1,7,6011_1,1,1,1,1
2026-09-07,6,10060,1,9,6205_1,1,1,1,1
2026-09-07,6,10060,1,10,6212_1,1,1,1,1
2026-09-07,6,10060,1,25,9_2,1,1,3,3
2026-09-07,6,10060,1,26,8_3,1,1,1,1
2026-09-07,6,10060,1,27,6_1,1,1,1,1
2026-09-07,6,10060,1,29,5_1,1,1,1,1
2026-09-07,6,10062,1,1,6019_1,2,2,14,7
2026-09-07,6,10068,1,8,422_2,1,1,1,1
2026-09-07,6,10068,1,9,7217_1,1,1,1,1
2026-09-07,6,10068,1,11,216_1,1,1,1,1
2026-09-07,6,10068,1,12,215_1,1,1,1,1
2026-09-07,6,10069,1,8,7717_1,1,1,1,1
2026-09-07,6,10069,1,9,765_1,2,2,2,1
2026-09-07,6,10069,1,11,609_1,1,1,1,1
2026-09-07,6,10070,1,26,150_1,1,1,1,1
2026-09-07,6,10070,1,27,252_1,1,1,1,1
2026-09-07,6,10070,1,29,253_1,1,1,1,1
2026-09-07,6,10070,1,30,53_1,1,1,1,1
2026-09-07,6,10072,1,18,210_1,1,1,1,1
2026-09-07,6,10072,1,19,209_1,1,1,1,1
2026-09-07,6,10072,1,21,206_1,1,1,1,1
2026-09-07,6,10072,1,22,205_1,1,1,1,1
2026-09-07,6,10080,1,2,6035_1,2,2,2,1
2026-09-07,6,10080,1,4,6112_1,1,1,1,1
2026-09-07,6,10080,1,6,426_1,1,1,1,1
2026-09-07,8,10001,1,13,608_1,1,1,3,3
2026-09-07,8,10001,1,15,606_1,1,1,3,3
2026-09-07,8,10001,1,16,249_1,1,1,3,3
2026-09-07,8,10001,1,18,251_1,1,1,3,3
2026-09-07,8,10002,1,1,446_1,1,1,7,7
2026-09-07,8,10002,1,3,451_1,1,1,1,1
2026-09-07,8,10002,1,5,906_1,1,1,1,1
2026-09-07,8,10008,0,6,6190_2,1,1,1,1
2026-09-07,8,10032,0,4,56_2,1,1,1,1
2026-09-07,8,10032,0,5,55_2,1,1,1,1
2026-09-07,8,10032,0,6,72_1,1,1,1,1
2026-09-07,8,10032,0,7,73_2,1,1,1,1
2026-09-07,8,10032,1,31,6160_1,1,1,1,1
2026-09-07,8,10032,1,33,6161_1,1,1,3,3
2026-09-07,8,10032,1,34,446_3,1,1,3,3
2026-09-07,8,10032,1,36,6143_1,1,1,3,3
2026-09-07,8,10047,0,30,6242_1,2,2,2,1
2026-09-07,8,10047,0,32,6255_2,1,1,1,1
2026-09-07,8,10047,0,35,6244_2,1,1,1,1
2026-09-07,8,10047,1,2,6031_1,1,1,1,1
2026-09-07,8,10047,1,4,6200_1,1,1,1,1
2026-09-07,8,10047,1,6,6206_1,1,1,1,1
2026-09-07,8,10047,1,47,61_1,1,1,1,1
2026-09-07,8,10049,1,24,6242_2,1,1,1,1
2026-09-07,8,10049,1,26,93_2,1,1,1,1
2026-09-07,8,10050,1,10,93_2,2,2,2,1
2026-09-07,8,10051,0,1,91_4,1,1,1,1
2026-09-07,8,10051,0,2,6016_1,1,1,1,1
2026-09-07,8,10051,1,5,6172_1,1,1,1,1
2026-09-07,8,10051,1,7,6011_1,1,1,1,1
2026-09-07,8,10051,1,8,6187_2,1,1,1,1
2026-09-07,8,10051,1,10,6212_1,1,1,1,1
2026-09-07,8,10053,0,42,6347_9,1,1,0,0
2026-09-07,8,10053,0,43,6294_1,2,2,0,0
2026-09-07,8,10053,0,44,6357_1,1,1,0,0
2026-09-07,8,10055,0,22,473_2,1,1,3,3
2026-09-07,8,10055,0,24,7475_3,2,2,6,3
2026-09-07,8,10055,0,25,6260_2,1,1,1,1
2026-09-07,8,10055,1,18,474_1,1,1,1,1
2026-09-07,8,10055,1,20,472_1,1,1,1,1
2026-09-07,8,10055,1,21,7471_1,1,1,1,1
2026-09-07,8,10055,1,22,39_1,1,1,1,1
2026-09-07,8,10056,0,5,42_2,1,1,1,1
2026-09-07,8,10056,0,7,40_2,1,1,1,1
2026-09-07,8,10056,0,10,472_2,1,1,1,1
2026-09-07,8,10056,0,11,473_2,1,1,1,1
2026-09-07,8,10059,0,2,7841_4,1,1,1,1
2026-09-07,8,10059,0,4,6902_2,1,1,1,1
2026-09-07,8,10059,0,10,7475_1,1,1,1,1
2026-09-07,8,10059,1,2,6260_2,2,2,2,1
2026-09-07,8,10059,1,10,7841_2,1,1,1,1
2026-09-07,8,10059,1,11,91_3,1,1,1,1
2026-09-07,8,10060,0,1,3_1,1,1,0,0
2026-09-07,8,10060,0,2,73_1,1,1,0,0
2026-09-07,8,10060,0,3,128_1,1,1,0,0
2026-09-07,8,10060,0,4,114_5,1,1,0,0
2026-09-07,8,10060,0,7,6102_2,1,1,1,1
2026-09-07,8,10060,0,8,6069_2,1,1,1,1
2026-09-07,8,10060,0,11,6241_2,1,1,1,1
2026-09-07,8,10060,0,12,6143_2,1,1,1,1
2026-09-07,8,10060,0,13,6166_2,1,1,1,1
2026-09-07,8,10060,0,15,6161_2,1,1,1,1
2026-09-07,8,10060,0,18,6162_2,1,1,1,1
2026-09-07,8,10060,0,21,6228_2,1,1,1,1
2026-09-07,8,10060,0,24,6013_2,2,2,2,1
2026-09-07,8,10060,0,26,6205_2,1,1,1,1
2026-09-07,8,10060,0,28,6011_4,1,1,1,1
2026-09-07,8,10060,1,1,6015_1,1,1,7,7
2026-09-07,8,10060,1,4,6067_1,1,1,1,1
2026-09-07,8,10060,1,6,6017_1,1,1,1,1
2026-09-07,8,10060,1,7,6011_1,1,1,1,1
2026-09-07,8,10060,1,12,94_2,1,1,1,1
2026-09-07,8,10060,1,13,95_1,1,1,1,1
2026-09-07,8,10060,1,15,243_1,1,1,1,1
2026-09-07,8,10060,1,18,6160_1,1,1,3,3
2026-09-07,8,10060,1,25,9_2,1,1,3,3
2026-09-07,8,10060,1,26,8_3,1,1,3,3
2026-09-07,8,10060,1,27,6_1,1,1,3,3
2026-09-07,8,10060,1,28,902_1,1,1,1,1
2026-09-07,8,10062,0,3,6170_2,1,1,3,3
2026-09-07,8,10062,0,5,6006_2,1,1,3,3
2026-09-07,8,10062,0,7,6074_2,1,1,1,1
2026-09-07,8,10062,0,9,6263_2,1,1,1,1
2026-09-07,8,10062,1,10,6229_1,1,1,1,1
2026-09-07,8,10062,1,11,6006_1,1,1,1,1
2026-09-07,8,10062,1,15,91_2,1,1,1,1
2026-09-07,8,10068,0,2,73_1,1,1,1,1
2026-09-07,8,10068,0,8,53_3,1,1,1,1
2026-09-07,8,10068,0,10,186_2,1,1,1,1
2026-09-07,8,10068,0,11,252_2,1,1,1,1
2026-09-07,8,10068,0,12,150_2,1,1,1,1
2026-09-07,8,10068,1,1,6109_1,1,1,7,7
2026-09-07,8,10068,1,2,6236_2,1,1,1,1
2026-09-07,8,10068,1,4,418_2,1,1,1,1
2026-09-07,8,10068,1,17,211_1,1,1,3,3
2026-09-07,8,10068,1,18,210_1,1,1,3,3
2026-09-07,8,10068,1,19,6023_3,2,2,6,3
2026-09-07,8,10068,1,37,254_1,1,1,1,1
2026-09-07,8,10068,1,39,6059_1,1,1,1,1
2026-09-07,8,10068,1,40,3_1,1,1,1,1
2026-09-07,8,10070,0,26,210_2,1,1,1,1
2026-09-07,8,10070,0,27,211_2,1,1,1,1
2026-09-07,8,10070,0,29,615_2,1,1,1,1
2026-09-07,8,10070,0,31,214_2,1,1,1,1
2026-09-07,8,10072,0,23,216_2,1,1,1,1
2026-09-07,8,10072,0,26,422_1,1,1,1,1
2026-09-07,8,10072,0,27,421_1,1,1,1,1
2026-09-07,8,10072,0,29,419_1,1,1,1,1
2026-09-07,8,10072,1,5,419_2,1,1,1,1
2026-09-07,8,10072,1,7,421_2,1,1,1,1
2026-09-07,8,10072,1,8,422_2,1,1,1,1
2026-09-07,8,10072,1,10,752_1,1,1,1,1
2026-09-07,8,10075,1,15,206_1,1,1,1,1
2026-09-07,8,10075,1,16,205_1,1,1,1,1
2026-09-07,8,10075,1,17,255_1,1,1,3,3
2026-09-07,8,10075,1,18,204_1,1,1,3,3
2026-09-07,8,10078,0,2,59_4,1,1,1,1
2026-09-07,8,10078,0,3,57_2,1,1,1,1
2026-09-07,8,10078,0,4,57_3,1,1,1,1
2026-09-07,8,10078,0,5,302_2,1,1,1,1
2026-09-07,8,10078,0,10,429_2,1,1,1,1
2026-09-07,8,10078,0,11,6191_2,1,1,1,1
2026-09-07,8,10078,0,12,6192_2,1,1,1,1
2026-09-07,8,10078,0,13,7062_2,1,1,1,1
2026-09-07,8,10080,1,3,6180_1,1,1,0,0
2026-09-07,8,10080,1,5,6168_1,1,1,1,1
2026-09-07,8,10080,1,7,425_3,2,2,2,1
2026-09-07,10,10002,0,6,122_2,2,2,6,3
2026-09-07,10,10002,0,8,124_2,1,1,3,3
2026-09-07,10,10002,0,9,125_2,1,1,3,3
2026-09-07,10,10032,0,1,61_1,3,3,0,0
2026-09-07,10,10032,0,31,6016_2,1,1,1,1
2026-09-07,10,10032,0,32,91_1,2,2,4,3
2026-09-07,10,10032,0,35,94_1,1,1,3,3
2026-09-07,10,10032,1,21,6016_2,1,1,1,1
2026-09-07,10,10032,1,23,6016_1,1,1,1,1
2026-09-07,10,10032,1,24,93_1,1,1,1,1
2026-09-07,10,10032,1,25,94_2,1,1,1,1
2026-09-07,10,10047,0,10,114_4,2,2,6,3
2026-09-07,10,10047,0,12,6070_3,1,1,3,3
2026-09-07,10,10047,0,13,6102_2,1,1,3,3
2026-09-07,10,10047,1,39,114_3,1,1,1,1
2026-09-07,10,10047,1,40,3_1,2,2,2,1
2026-09-07,10,10047,1,41,73_1,1,1,1,1
2026-09-07,10,10049,1,6,6206_1,1,1,1,1
2026-09-07,10,10049,1,8,6181_1,1,1,1,1
2026-09-07,10,10049,1,9,6225_1,1,1,1,1
2026-09-07,10,10049,1,10,6258_1,1,1,1,1
2026-09-07,10,10050,0,6,6205_2,1,1,1,1
2026-09-07,10,10050,0,8,6011_2,1,1,1,1
2026-09-07,10,10050,0,10,6190_2,1,1,1,1
2026-09-07,10,10050,0,12,6014_3,1,1,1,1
2026-09-07,10,10050,1,9,6013_1,1,1,1,1
2026-09-07,10,10050,1,10,93_2,1,1,1,1
2026-09-07,10,10051,0,1,91_4,2,2,2,1
2026-09-07,10,10051,1,2,6249_1,1,1,1,1
2026-09-07,10,10053,1,21,6366_1,1,1,1,1
2026-09-07,10,10053,1,22,6368_1,1,1,1,1
2026-09-07,10,10053,1,23,6356_1,1,1,1,1
2026-09-07,10,10054,0,1,6293_1,3,3,13,7
2026-09-07,10,10054,0,2,6402_9,1,1,5,5
2026-09-07,10,10054,1,1,6292_1,1,1,5,5
2026-09-07,10,10059,0,2,7841_4,1,1,1,1
2026-09-07,10,10059,1,1,7475_1,1,1,7,7
2026-09-07,10,10059,1,8,6902_1,1,1,1,1
2026-09-07,10,10059,1,10,7841_2,1,1,1,1
2026-09-07,10,10059,1,11,91_3,1,1,1,1
2026-09-07,10,10060,1,3,6248_1,1,1,1,1
2026-09-07,10,10060,1,5,6172_1,1,1,1,1
2026-09-07,10,10060,1,6,6017_1,1,1,1,1
2026-09-07,10,10060,1,8,6187_2,1,1,1,1
2026-09-07,10,10060,1,14,6228_1,1,1,1,1
2026-09-07,10,10060,1,15,243_1,1,1,1,1
2026-09-07,10,10060,1,18,6160_1,1,1,1,1
2026-09-07,10,10060,1,19,6001_1,1,1,1,1
2026-09-07,10,10060,1,26,8_3,1,1,0,0
2026-09-07,10,10060,1,28,902_1,1,1,0,0
2026-09-07,10,10060,1,29,5_1,1,1,0,0
2026-09-07,10,10060,1,30,4_1,1,1,0,0
2026-09-07,10,10061,0,3,128_1,1,1,1,1
2026-09-07,10,10061,0,4,114_5,2,2,2,1
2026-09-07,10,10061,0,5,3_3,1,1,1,1
2026-09-07,10,10061,0,10,8_1,2,2,2,1
2026-09-07,10,10061,0,11,9_5,1,1,1,1
2026-09-07,10,10061,0,12,6241_2,1,1,1,1
2026-09-07,10,10061,0,25,6013_2,1,1,1,1
2026-09-07,10,10061,0,26,6212_2,1,1,1,1
2026-09-07,10,10061,0,28,6187_3,1,1,1,1
2026-09-07,10,10061,0,30,6017_2,1,1,1,1
2026-09-07,10,10064,0,1,91_2,1,1,0,0
2026-09-07,10,10064,0,2,7841_4,2,2,6,3
2026-09-07,10,10064,0,4,6902_2,1,1,3,3
2026-09-07,10,10064,0,19,6301_9,1,1,0,0
2026-09-07,10,10064,1,2,6019_2,1,1,0,0
2026-09-07,10,10064,1,3,6020_1,1,1,1,1
2026-09-07,10,10064,1,4,6106_1,1,1,1,1
2026-09-07,10,10064,1,6,6196_1,1,1,1,1
2026-09-07,10,10068,0,5,3_3,1,1,1,1
2026-09-07,10,10068,0,6,4_3,1,1,1,1
2026-09-07,10,10068,0,7,254_2,1,1,1,1
2026-09-07,10,10068,0,8,53_3,1,1,1,1
2026-09-07,10,10068,0,24,7717_2,1,1,1,1
2026-09-07,10,10068,0,25,6023_1,1,1,1,1
2026-09-07,10,10068,0,26,210_2,1,1,1,1
2026-09-07,10,10068,0,28,212_2,1,1,1,1
2026-09-07,10,10068,1,10,752_1,1,1,1,1
2026-09-07,10,10068,1,11,216_1,1,1,1,1
2026-09-07,10,10068,1,13,214_1,1,1,1,1
2026-09-07,10,10068,1,15,615_1,1,1,1,1
2026-09-07,10,10068,1,28,250_1,1,1,1,1
2026-09-07,10,10068,1,30,152_2,1,1,1,1
2026-09-07,10,10068,1,31,151_1,1,1,1,1
2026-09-07,10,10068,1,32,150_1,1,1,1,1
2026-09-07,10,10072,0,9,65_2,2,2,2,1
2026-09-07,10,10072,0,10,204_2,1,1,1,1
2026-09-07,10,10072,0,11,255_2,1,1,1,1
2026-09-07,10,10072,0,24,752_2,1,1,1,1
2026-09-07,10,10072,0,26,422_1,1,1,1,1
2026-09-07,10,10072,0,27,421_1,1,1,1,1
2026-09-07,10,10072,0,28,6163_1,1,1,1,1
2026-09-07,10,10072,1,2,6236_2,1,1,1,1
2026-09-07,10,10072,1,18,210_1,1,1,1,1
2026-09-07,10,10072,1,19,209_1,2,2,2,1
2026-09-07,10,10072,1,21,206_1,1,1,1,1
2026-09-07,10,10075,1,24,56_1,1,1,1,1
2026-09-07,10,10075,1,25,57_1,1,1,1,1
2026-09-07,10,10075,1,26,59_1,1,1,1,1
2026-09-07,10,10075,1,27,61_2,1,1,1,1
2026-09-07,10,10082,0,14,6079_1,2,2,2,1
2026-09-07,14,10068,1,2,6236_2,1,1,0,0
2026-09-07,15,10002,0,21,906_2,1,1,1,1
2026-09-07,15,10002,0,22,452_2,1,1,1,1
2026-09-07,15,10002,0,23,451_2,1,1,1,1
2026-09-07,15,10002,0,24,445_3,1,1,1,1
2026-09-07,15,10032,0,31,6016_2,1,1,1,1
2026-09-07,15,10032,0,32,91_1,1,1,1,1
2026-09-07,15,10032,0,34,93_1,1,1,1,1
2026-09-07,15,10032,0,36,6242_1,1,1,1,1
2026-09-07,15,10032,1,22,91_4,2,2,6,3
2026-09-07,15,10032,1,23,6016_1,1,1,1,1
2026-09-07,15,10032,1,24,93_1,1,1,1,1
2026-09-07,15,10043,0,1,6019_1,2,2,0,0
2026-09-07,15,10043,0,2,6148_2,1,1,1,1
2026-09-07,15,10047,0,10,114_4,3,3,3,1
2026-09-07,15,10047,0,12,6070_3,1,1,1,1
2026-09-07,15,10047,1,36,6070_2,1,1,1,1
2026-09-07,15,10047,1,38,114_1,1,1,1,1
2026-09-07,15,10047,1,39,114_3,1,1,1,1
2026-09-07,15,10047,1,40,3_1,1,1,1,1
2026-09-07,15,10049,0,27,6105_2,1,1,0,0
2026-09-07,15,10049,0,28,6105_1,1,1,0,0
2026-09-07,15,10049,0,30,6039_1,2,2,0,0
2026-09-07,15,10049,1,4,6200_1,1,1,1,1
2026-09-07,15,10049,1,6,6206_1,1,1,1,1
2026-09-07,15,10049,1,8,6181_1,1,1,1,1
2026-09-07,15,10049,1,9,6225_1,1,1,1,1
2026-09-07,15,10050,0,6,6205_2,1,1,1,1
2026-09-07,15,10050,0,7,6187_3,1,1,1,1
2026-09-07,15,10050,0,9,6018_2,1,1,1,1
2026-09-07,15,10050,0,12,6014_3,1,1,1,1
2026-09-07,15,10050,1,7,6205_1,1,1,0,0
2026-09-07,15,10050,1,9,6013_1,1,1,0,0
2026-09-07,15,10050,1,10,93_2,1,1,0,0
2026-09-07,15,10051,0,1,91_4,1,1,0,0
2026-09-07,15,10051,0,14,6015_2,1,1,0,0
2026-09-07,15,10053,0,1,9_1,1,1,7,7
2026-09-07,15,10053,0,2,6241_2,2,2,2,1
2026-09-07,15,10053,0,5,446_4,1,1,1,1
2026-09-07,15,10054,0,2,6402_9,2,2,2,1
2026-09-07,15,10054,0,3,6271_9,1,1,5,5
2026-09-07,15,10054,1,1,6292_1,3,3,11,5
2026-09-07,15,10054,1,2,6271_1,1,1,3,3
2026-09-07,15,10054,1,4,6403_1,1,1,5,5
2026-09-07,15,10059,0,1,91_3,2,2,2,1
2026-09-07,15,10059,0,9,6260_1,1,1,1,1
2026-09-07,15,10059,0,10,7475_1,1,1,0,0
2026-09-07,15,10059,1,7,6006_1,1,1,1,1
2026-09-07,15,10059,1,10,7841_2,1,1,1,1
2026-09-07,15,10060,1,2,6249_1,1,1,1,1
2026-09-07,15,10060,1,4,6067_1,1,1,1,1
2026-09-07,15,10060,1,6,6017_1,1,1,1,1
2026-09-07,15,10060,1,7,6011_1,1,1,1,1
2026-09-07,15,10060,1,14,6228_1,1,1,1,1
2026-09-07,15,10060,1,15,243_1,1,1,1,1
2026-09-07,15,10060,1,18,6160_1,1,1,1,1
2026-09-07,15,10060,1,21,446_3,1,1,1,1
2026-09-07,15,10060,1,26,8_3,2,2,2,1
2026-09-07,15,10060,1,28,902_1,1,1,1,1
2026-09-07,15,10060,1,29,5_1,1,1,1,1
2026-09-07,15,10060,1,32,3_1,1,1,1,1
2026-09-07,15,10061,0,2,73_1,1,1,1,1
2026-09-07,15,10061,0,3,128_1,1,1,1,1
2026-09-07,15,10061,0,4,114_5,1,1,1,1
2026-09-07,15,10061,0,8,902_2,1,1,1,1
2026-09-07,15,10061,0,10,8_1,2,2,2,1
2026-09-07,15,10061,0,11,9_5,1,1,1,1
2026-09-07,15,10061,0,24,94_3,1,1,1,1
2026-09-07,15,10061,0,25,6013_2,1,1,1,1
2026-09-07,15,10061,0,27,6205_2,1,1,1,1
2026-09-07,15,10061,0,29,6011_4,1,1,1,1
2026-09-07,15,10063,1,2,6034_2,2,2,0,0
2026-09-07,15,10063,1,3,6182_1,1,1,1,1
2026-09-07,15,10063,1,5,6264_1,1,1,1,1
2026-09-07,15,10064,0,1,91_2,1,1,7,7
2026-09-07,15,10064,0,2,7841_4,2,2,2,1
2026-09-07,15,10064,0,5,6006_2,1,1,1,1
2026-09-07,15,10064,1,1,6073_1,2,2,8,7
2026-09-07,15,10064,1,2,6019_2,1,1,1,1
2026-09-07,15,10064,1,4,6106_1,1,1,1,1
2026-09-07,15,10068,0,5,3_3,2,2,2,1
2026-09-07,15,10068,0,6,4_3,1,1,1,1
2026-09-07,15,10068,0,8,53_3,1,1,1,1
2026-09-07,15,10068,0,23,765_2,1,1,1,1
2026-09-07,15,10068,0,24,7717_2,1,1,1,1
2026-09-07,15,10068,0,25,6023_1,1,1,1,1
2026-09-07,15,10068,0,26,210_2,1,1,1,1
2026-09-07,15,10068,0,43,6109_1,1,1,1,1
2026-09-07,15,10068,1,8,422_2,1,1,1,1
2026-09-07,15,10068,1,9,7217_1,1,1,1,1
2026-09-07,15,10068,1,12,215_1,1,1,1,1
2026-09-07,15,10068,1,13,214_1,1,1,1,1
2026-09-07,15,10068,1,27,249_1,1,1,3,3
2026-09-07,15,10068,1,30,152_2,2,2,6,3
2026-09-07,15,10068,1,32,150_1,1,1,3,3
2026-09-07,15,10072,0,6,69_2,1,1,1,1
2026-09-07,15,10072,0,7,68_2,1,1,1,1
2026-09-07,15,10072,0,9,65_2,2,2,2,1
2026-09-07,15,10072,0,21,214_2,1,1,1,1
2026-09-07,15,10072,0,23,216_2,1,1,1,1
2026-09-07,15,10072,0,24,752_2,1,1,1,1
2026-09-07,15,10072,0,26,422_1,1,1,1,1
2026-09-07,15,10072,1,2,6236_2,1,1,0,0
2026-09-07,15,10072,1,18,210_1,3,3,3,1
2026-09-07,15,10072,1,19,209_1,1,1,1,1
2026-09-07,15,10072,1,31,57_1,1,1,1,1
2026-09-07,15,10072,1,32,59_1,1,1,1,1
2026-09-07,15,10082,0,14,6079_1,2,2,0,0
