date,hour,route_id,direction_id,stop_sequence,stop_id,n_obs,n_occ,sum_occ,max_occ,n_nodata
2026-09-20,7,10031,0,1,3_1,1,0,0,0,1
2026-09-20,7,10031,0,2,73_1,1,1,0,0,0
2026-09-20,7,10032,1,19,6069_1,1,1,1,1,0
2026-09-20,7,10032,1,21,6070_2,1,1,1,1,0
2026-09-20,7,10032,1,22,393_1,1,1,1,1,0
2026-09-20,7,10032,1,23,114_1,1,1,1,1,0
2026-09-20,7,10043,0,1,6019_1,1,0,0,0,1
2026-09-20,7,10045,0,33,6246_2,2,2,2,1,0
2026-09-20,7,10045,0,35,6176_2,1,1,1,1,0
2026-09-20,7,10045,0,36,6200_3,1,1,1,1,0
2026-09-20,7,10047,1,8,6181_1,1,1,1,1,0
2026-09-20,7,10047,1,10,6258_1,1,1,1,1,0
2026-09-20,7,10047,1,12,6257_1,1,1,1,1,0
2026-09-20,7,10047,1,14,6094_1,1,1,1,1,0
2026-09-20,7,10050,1,1,6014_1,1,0,0,0,1
2026-09-20,7,10051,0,1,91_4,1,1,1,1,0
2026-09-20,7,10051,0,2,6016_1,1,1,1,1,0
2026-09-20,7,10051,0,4,6013_2,1,1,1,1,0
2026-09-20,7,10051,0,6,6205_2,1,1,1,1,0
2026-09-20,7,10051,1,6,6017_1,1,1,1,1,0
2026-09-20,7,10051,1,8,6187_2,1,1,1,1,0
2026-09-20,7,10051,1,10,6212_1,1,1,1,1,0
2026-09-20,7,10051,1,12,93_2,1,1,1,1,0
2026-09-20,7,10059,0,15,6106_2,1,1,0,0,0
2026-09-20,7,10059,1,9,6260_2,1,1,1,1,0
2026-09-20,7,10059,1,10,6169_1,1,1,1,1,0
2026-09-20,7,10059,1,13,6229_1,1,1,1,1,0
2026-09-20,7,10059,1,15,6902_1,1,1,1,1,0
2026-09-20,7,10060,0,4,114_5,1,1,0,0,0
2026-09-20,7,10060,0,5,393_2,2,2,0,0,0
2026-09-20,7,10060,0,6,6070_3,1,1,0,0,0
2026-09-20,7,10060,0,10,6013_2,1,1,1,1,0
2026-09-20,7,10060,0,11,6212_2,1,1,1,1,0
2026-09-20,7,10060,0,13,6187_3,1,1,1,1,0
2026-09-20,7,10060,0,15,6017_2,1,1,1,1,0
2026-09-20,7,10060,1,14,6228_1,1,1,1,1,0
2026-09-20,7,10060,1,15,243_1,1,1,1,1,0
2026-09-20,7,10060,1,19,6001_1,1,1,1,1,0
2026-09-20,7,10060,1,21,446_3,1,1,1,1,0
2026-09-20,7,10068,0,5,7217_2,1,1,0,0,0
2026-09-20,7,10068,0,6,422_1,1,1,0,0,0
2026-09-20,7,10068,0,9,419_1,1,1,0,0,0
2026-09-20,7,10068,0,10,418_1,1,1,0,0,0
2026-09-20,7,10068,1,3,440_2,1,1,1,1,0
2026-09-20,7,10068,1,5,419_2,1,1,1,1,0
2026-09-20,7,10068,1,6,6163_2,1,1,1,1,0
2026-09-20,7,10068,1,8,422_2,1,1,1,1,0
2026-09-20,7,10070,1,21,249_1,2,2,2,1,0
2026-09-20,7,10070,1,23,251_1,1,1,1,1,0
2026-09-20,7,10070,1,24,152_2,1,1,1,1,0
2026-09-20,7,10072,1,11,216_1,1,1,1,1,0
2026-09-20,7,10072,1,12,215_1,1,1,1,1,0
2026-09-20,7,10072,1,14,7213_1,1,1,1,1,0
2026-09-20,7,10072,1,16,212_1,1,1,1,1,0
2026-09-20,7,10080,1,9,422_1,1,1,1,1,0
2026-09-20,7,10080,1,10,421_3,1,1,1,1,0
2026-09-20,9,10001,1,8,718_1,1,1,1,1,0
2026-09-20,9,10001,1,9,7717_1,1,1,1,1,0
2026-09-20,9,10001,1,10,765_1,1,1,1,1,0
2026-09-20,9,10001,1,12,609_1,1,1,1,1,0
2026-09-20,9,10002,1,7,453_1,1,1,1,1,0
2026-09-20,9,10002,1,9,455_1,1,1,1,1,0
2026-09-20,9,10002,1,10,456_1,1,1,1,1,0
2026-09-20,9,10002,1,11,905_2,1,1,1,1,0
2026-09-20,9,10034,0,11,6134_2,1,1,3,3,0
2026-09-20,9,10034,0,13,6020_9,1,1,3,3,0
2026-09-20,9,10034,0,15,6073_2,2,2,6,3,0
2026-09-20,9,10035,0,1,91_2,1,0,0,0,1
2026-09-20,9,10047,0,8,73_3,1,1,3,3,0
2026-09-20,9,10047,0,9,3_2,1,1,3,3,0
2026-09-20,9,10047,0,10,114_4,1,1,3,3,0
2026-09-20,9,10047,0,11,393_2,1,1,5,5,0
2026-09-20,9,10047,0,33,6256_2,1,1,3,3,0
2026-09-20,9,10047,0,36,6257_2,1,1,3,3,0
2026-09-20,9,10047,0,38,6258_2,1,1,3,3,0
2026-09-20,9,10047,0,41,6246_2,1,1,3,3,0
2026-09-20,9,10047,1,10,6258_1,1,1,1,1,0
2026-09-20,9,10047,1,12,6257_1,1,1,1,1,0
2026-09-20,9,10047,1,14,6094_1,1,1,1,1,0
2026-09-20,9,10047,1,16,6255_1,1,1,1,1,0
2026-09-20,9,10047,1,36,6070_2,1,1,3,3,0
2026-09-20,9,10047,1,37,393_1,1,1,3,3,0
2026-09-20,9,10047,1,38,114_1,2,2,6,3,0
2026-09-20,9,10049,0,1,91_1,1,0,0,0,1
2026-09-20,9,10049,0,3,93_1,1,1,1,1,0
2026-09-20,9,10049,0,19,6200_3,1,1,1,1,0
2026-09-20,9,10049,0,22,6039_1,1,1,1,1,0
2026-09-20,9,10049,0,23,6141_2,2,2,2,1,0
2026-09-20,9,10049,1,1,6039_1,1,0,0,0,1
2026-09-20,9,10050,0,1,91_4,1,1,1,1,0
2026-09-20,9,10051,0,4,6013_2,1,1,1,1,0
2026-09-20,9,10051,0,6,6205_2,1,1,1,1,0
2026-09-20,9,10051,0,8,6011_4,1,1,1,1,0
2026-09-20,9,10051,0,11,6067_2,1,1,1,1,0
2026-09-20,9,10051,1,8,6187_2,1,1,1,1,0
2026-09-20,9,10051,1,10,6212_1,1,1,1,1,0
2026-09-20,9,10051,1,12,93_2,1,1,1,1,0
2026-09-20,9,10053,0,48,6346_9,1,1,0,0,0
2026-09-20,9,10053,0,51,6368_9,1,1,0,0,0
2026-09-20,9,10053,0,52,6366_9,1,1,0,0,0
2026-09-20,9,10053,0,53,6329_1,1,1,0,0,0
2026-09-20,9,10054,0,1,6293_1,4,0,0,0,4
2026-09-20,9,10054,0,2,6402_9,1,1,5,5,0
2026-09-20,9,10054,0,4,6292_1,1,1,5,5,0
2026-09-20,9,10054,1,1,6292_1,1,1,5,5,0
2026-09-20,9,10054,1,2,6271_1,1,1,0,0,0
2026-09-20,9,10059,0,3,6170_2,1,1,1,1,0
2026-09-20,9,10059,0,6,6229_2,1,1,1,1,0
2026-09-20,9,10059,0,8,6169_2,1,1,1,1,0
2026-09-20,9,10059,0,9,6260_1,1,1,1,1,0
2026-09-20,9,10059,0,10,7475_1,1,1,1,1,0
2026-09-20,9,10060,0,8,6069_2,1,1,0,0,0
2026-09-20,9,10060,0,11,6241_2,1,1,0,0,0
2026-09-20,9,10060,0,12,6143_2,1,1,0,0,0
2026-09-20,9,10060,0,14,446_4,1,1,0,0,0
2026-09-20,9,10060,0,29,6017_2,1,1,0,0,0
2026-09-20,9,10060,0,31,6067_2,1,1,0,0,0
2026-09-20,9,10060,0,34,6015_2,1,1,0,0,0
2026-09-20,9,10060,1,1,6015_1,1,0,0,0,1
2026-09-20,9,10060,1,2,6249_1,1,1,1,1,0
2026-09-20,9,10060,1,4,6067_1,1,1,1,1,0
2026-09-20,9,10060,1,15,243_1,1,1,3,3,0
2026-09-20,9,10060,1,17,6162_1,1,1,3,3,0
2026-09-20,9,10060,1,19,6001_1,1,1,3,3,0
2026-09-20,9,10060,1,21,446_3,1,1,3,3,0
2026-09-20,9,10060,1,30,4_1,1,1,1,1,0
2026-09-20,9,10060,1,31,6059_1,1,1,1,1,0
2026-09-20,9,10060,1,32,3_1,1,1,1,1,0
2026-09-20,9,10061,0,2,73_1,1,1,1,1,0
2026-09-20,9,10062,1,11,6006_1,1,1,1,1,0
2026-09-20,9,10062,1,13,6170_1,1,1,1,1,0
2026-09-20,9,10062,1,15,91_2,1,1,1,1,0
2026-09-20,9,10064,1,4,6152_9,1,1,0,0,0
2026-09-20,9,10064,1,5,6073_1,1,1,0,0,0
2026-09-20,9,10064,1,6,6188_9,1,1,0,0,0
2026-09-20,9,10064,1,7,6043_1,1,1,0,0,0
2026-09-20,9,10068,0,4,114_5,1,1,1,1,0
2026-09-20,9,10068,0,5,3_3,3,3,3,1,0
2026-09-20,9,10068,0,17,249_2,1,1,3,3,0
2026-09-20,9,10068,0,18,606_2,1,1,3,3,0
2026-09-20,9,10068,0,21,609_2,1,1,3,3,0
2026-09-20,9,10068,0,23,765_2,1,1,3,3,0
2026-09-20,9,10068,1,4,418_2,1,1,1,1,0
2026-09-20,9,10068,1,5,419_2,1,1,1,1,0
2026-09-20,9,10068,1,6,6163_2,1,1,1,1,0
2026-09-20,9,10068,1,8,422_2,1,1,1,1,0
2026-09-20,9,10068,1,26,606_1,1,1,1,1,0
2026-09-20,9,10068,1,27,249_1,1,1,1,1,0
2026-09-20,9,10068,1,29,251_1,1,1,1,1,0
2026-09-20,9,10068,1,30,152_2,1,1,3,3,0
2026-09-20,9,10072,0,6,69_2,1,1,3,3,0
2026-09-20,9,10072,0,7,68_2,2,2,6,3,0
2026-09-20,9,10072,0,9,65_2,1,1,3,3,0
2026-09-20,9,10072,0,22,215_2,1,1,5,5,0
2026-09-20,9,10072,0,25,7217_2,2,2,10,5,0
2026-09-20,9,10072,0,26,422_1,1,1,3,3,0
2026-09-20,9,10072,1,30,56_1,1,1,1,1,0
2026-09-20,9,10072,1,31,57_1,2,2,2,1,0
2026-09-20,9,10072,1,33,61_2,1,1,1,1,0
2026-09-20,9,10075,1,6,215_1,2,2,2,1,0
2026-09-20,9,10075,1,8,7213_1,1,1,1,1,0
2026-09-20,9,10075,1,10,212_1,1,1,1,1,0
2026-09-20,9,10081,0,1,421_3,1,0,0,0,1
